user_id,hour_0_wt,hour_1_wt,hour_2_wt,hour_3_wt,hour_4_wt,hour_5_wt,hour_6_wt,hour_7_wt,hour_8_wt,hour_9_wt,hour_10_wt,hour_11_wt,hour_12_wt,hour_13_wt,hour_14_wt,hour_15_wt,hour_16_wt,hour_17_wt,hour_18_wt,hour_19_wt,hour_20_wt,hour_21_wt,hour_22_wt,hour_23_wt,session_all_per_day,pid_exposed_all_per_day,pid_watch_all_per_day,coverage_per_2weeks,category_count_unique,age,gender,month_chronological_order,preds_3_label_criteria_label,preds_soft_label,watch_all_per_day_min,midnight_wt_min,morning_wt_min,noon_wt_min,afternoon_wt_min,evening_wt_min,avg_daily_activity,night_activity_ratio,engagement_burstiness,category_count_unique_num,content_diversity_entropy,inactivity_streak_days
113,309.8,0.0,0.0,0.0,130.0,14.0,0.0,114.6,241.8,176.1666667,399.6153846,308.0,221.3333333,398.6666667,102.375,275.3,54.2,96.5,0.0,555.0769231,792.0555556,909.4166667,251.75,124.3333333,5.925925926,89.32142857,41.88888889,9.333333333,205,68,0,5,2,1,33,7,20,10,8,43,5.925925926,0.14902007187947994,1.0469707109697335,205,7.679480099505446,4.666666666999999
26,1096.75,770.0,1461.5,711.3333333,958.25,1261.2,963.7142857,1039.777778,1670.222222,1334.090909,1615.857143,627.1666667,951.5,1277.0,1061.0,1182.6,426.0,464.25,499.2,983.4,605.25,780.2,895.3333333,432.4444444,8.592592593,232.7407407,109.9259259,9.0,319,23,1,5,2,1,92,104,120,37,52,69,8.592592593,0.2742153680744244,0.3675481107874072,319,8.31741261376487,5.0
113,221.8,502.5,0.0,84.0,227.5,0.0,77.75,146.7692308,163.7777778,190.0,451.9230769,279.25,110.5,394.0588235,296.6875,408.8571429,461.75,471.5,384.8,621.875,868.037037,1048.730769,736.3529412,467.0,9.6,436.3666667,108.6666667,10.0,303,68,0,6,2,1,69,17,21,8,27,68,9.6,0.25990063437004285,0.7297854043353789,303,8.243173983472952,4.0
26,882.5,1384.125,1072.5,974.75,1437.833333,963.1111111,473.4,763.75,906.7272727,751.625,454.2,885.0,358.5555556,832.5,1607.25,1432.666667,1073.272727,940.0769231,1267.066667,313.7368421,689.9166667,1187.538462,820.8571429,624.1,11.89285714,361.6666667,180.0,10.0,382,23,1,6,2,1,134,111,70,19,84,81,11.89285714,0.3256843073701197,0.3693517356439048,382,8.57742882803575,4.0
113,374.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6666667,485.6666667,232.5555556,231.2,387.8571429,131.0,106.1428571,151.8333333,406.3333333,117.5,300.5,386.6923077,420.6,560.4375,414.4761905,413.625,7.208333333,117.7586207,55.91666667,9.666666667,211,68,0,7,2,1,37,6,19,8,13,41,7.208333333,0.22449108939880483,0.8169489289778654,211,7.721099188707185,4.333333333000001
26,697.3,860.1,839.8,859.9090909,700.5454545,1048.166667,1423.125,669.8181818,565.6363636,744.375,687.2777778,966.4444444,812.4705882,1615.0,988.5833333,1252.0,817.7,1231.4,898.0769231,953.4545455,701.1818182,819.7272727,560.6923077,516.375,11.93103448,365.8333333,173.2068966,10.0,375,23,1,7,2,1,133,83,84,40,71,74,11.93103448,0.23716067465482685,0.30040547981066823,375,8.550746785383243,4.0
113,0.0,387.0,0.0,0.0,89.5,0.0,0.0,304.5,276.0,155.5,188.5,30.0,252.6,299.0,129.6666667,141.6666667,291.5,171.5,303.5,740.125,843.125,720.75,282.3333333,118.375,5.736842105,84.52631579,29.0,6.333333333,142,68,0,8,2,1,31,7,15,9,12,50,5.736842105,0.15322037154158794,0.9718861517725608,142,7.149747119504682,7.666666667
26,953.0,945.0,1022.857143,975.8333333,684.2222222,1022.25,193.5,914.6666667,520.5,524.0,558.0,845.8,346.25,1095.625,731.5714286,569.0,552.7142857,768.75,698.8571429,763.3,676.8888889,1086.0,524.3,1228.0,10.75,248.0,107.75,7.0,291,23,1,8,2,1,99,93,59,24,43,82,10.75,0.34796177833166225,0.33221007297827715,291,8.184875342908283,7.0
113,179.6666667,0.0,0.0,0.0,0.0,0.0,169.5,278.0,157.625,276.625,490.5,404.2857143,293.0,534.7,456.0,242.5555556,264.1428571,250.8,111.0,802.3571429,666.8461538,543.8888889,439.8,374.0,7.222222222,90.74074074,42.62962963,9.0,188,68,0,9,2,1,42,2,29,13,20,48,7.222222222,0.14324797375759507,0.754441359551651,188,7.554588851677638,5.0
26,925.0,559.75,324.0,0.0,277.0,147.0,303.0,473.3333333,861.2,607.0,1855.6,910.0,736.0,419.8,767.0,1464.2,1303.0,1374.181818,433.0,245.1666667,598.1666667,367.7142857,691.0,503.875,7.16,159.1481481,68.6,9.0,269,23,1,9,2,1,59,37,83,19,81,47,7.16,0.20318515328088382,0.6588876162979297,269,8.071462362556623,5.0
113,188.625,0.0,0.0,0.0,0.0,21.0,139.25,327.7777778,478.2666667,388.5,227.3571429,103.2,153.625,601.1111111,275.4444444,523.5,350.5,335.3333333,81.75,723.5,449.3181818,444.8823529,471.2142857,354.625,8.068965517,97.06896552,40.68965517,9.666666667,186,68,0,10,2,1,41,3,27,12,24,42,8.068965517,0.15280883541507617,0.7439492087876532,186,7.539158811108031,4.333333333000001
26,888.1666667,479.75,0.0,174.5,43.0,74.5,10.44444444,383.75,499.3333333,696.4285714,857.8,253.5,164.0,733.5,0.0,592.25,93.5,918.5,258.1,523.4285714,602.7142857,517.0,590.1818182,1572.8,6.777777778,154.5925926,49.44444444,9.0,257,23,1,10,2,1,42,27,45,14,26,67,6.777777778,0.34303540053176856,0.8174846166131224,257,8.005624549193879,5.0
6,0.0,342.0,195.6,0.0,180.5,368.1666667,311.25,424.0,557.0,20.0,646.0,0.0,0.0,0.0,521.0,154.5,44.0,173.0,160.0,15.75,147.6666667,136.5,86.5,59.85714286,3.555555556,48.60869565,13.94444444,7.666666667,146,21,1,1,1,1,11,18,32,0,14,10,3.555555556,0.19027115861885505,1.0071662296414468,146,7.189824558880018,6.333333333
6,118.0,0.0,122.3333333,0.0,450.0,188.25,40.5,157.3333333,485.6666667,72.33333333,72.66666667,242.0,394.6,373.3333333,0.0,1565.5,639.0,262.6,119.5,980.0,683.0,946.0,74.5,86.6,3.842105263,77.95238095,22.05263158,7.0,149,21,1,2,2,1,18,14,17,12,41,48,3.842105263,0.10545742047429998,1.1277685517244,149,7.219168520462161,7.0
6,158.75,153.0909091,273.4545455,395.2222222,344.6923077,581.125,440.5,26.0,239.6666667,12.33333333,0.0,306.3333333,156.5,0.0,673.0,182.5,278.4,349.1111111,216.5555556,229.4545455,373.3,404.7777778,622.2857143,52.63636364,7.551724138,150.8,33.13793103,10.0,216,21,1,3,2,1,27,31,17,2,24,31,7.551724138,0.30915426432051984,0.6944636829040893,216,7.754887502163468,4.0
6,321.4,276.4444444,117.0,0.0,105.0,10.0,84.6,131.4444444,458.3333333,49.0,80.33333333,159.5,557.4,207.8,311.125,381.75,220.25,188.4,26.8,237.2222222,208.8571429,214.625,142.8,194.2,6.62962963,138.7857143,24.0,9.333333333,208,21,1,4,2,1,19,13,16,12,18,17,6.62962963,0.24696286925883865,0.6970740552140807,208,7.700439718141092,4.666666666999999
6,381.4285714,543.7142857,182.5714286,153.0,413.3333333,399.8888889,223.5,418.2222222,534.7142857,164.0,583.4,709.6666667,366.3333333,0.0,35.0,1.0,23.33333333,9.375,143.3333333,15.0,188.8333333,0.0,0.0,181.75,5.2,107.7142857,24.36,9.333333333,189,21,1,5,2,1,21,34,43,6,1,8,5.2,0.3272204867041287,0.9041481988800768,189,7.562242424221073,4.666666666999999
6,75.83333333,0.0,39.85714286,303.75,103.5454545,492.0,121.4,175.8,372.5,0.0,24.0,0.0,87.5,18.0,28.33333333,226.0,168.0,124.0909091,395.2857143,479.1428571,47.0,149.5,4.0,335.4,5.310344828,122.0,21.17241379,10.0,215,21,1,6,1,1,13,16,11,1,9,23,5.310344828,0.22869263838964118,0.981899684865314,215,7.7481928495894605,4.0
6,237.875,375.0,100.75,100.125,259.4444444,724.1666667,27.0,341.0,0.0,4.0,0.0,576.0,1.0,121.0,10.5,550.5,0.0,0.0,429.6666667,86.5,24.75,22.0,279.0,67.5,3.461538462,89.65517241,19.19230769,9.666666667,190,21,1,7,1,1,12,29,15,2,9,15,3.461538462,0.3272861167913561,1.1667572288586845,190,7.569855608330948,4.333333333000001
6,14.0,0.0,375.25,441.0,0.0,0.0,0.0,309.3333333,49.25,239.0,0.0,0.0,11.0,487.0,1012.0,374.75,741.5,1376.0,0.0,0.0,0.0,11.0,0.0,0.0,2.923076923,77.71428571,23.61538462,4.666666667,135,21,1,8,2,1,15,13,9,8,58,0,2.923076923,0.15258909837288892,1.5858644915271012,135,7.076815597050831,9.333333332999999
6,1.5,7.333333333,19.0,22.5,7.0,47.5,196.5,374.7142857,189.75,66.5,3.5,0.5,1.5,221.5,410.75,734.25,331.4,106.7142857,22.83333333,749.0,137.75,1.0,31.66666667,610.3333333,4.80952381,113.9130435,18.76190476,7.666666667,182,21,1,9,2,1,13,1,13,3,26,25,4.80952381,0.16282517081981152,1.2935876031377151,182,7.507794640198696,6.333333333
6,0.0,2.555555556,241.75,48.33333333,68.42857143,75.33333333,0.0,0.0,134.4,19.0,0.25,132.0,46.2,19.2,39.375,28.81818182,48.55555556,73.0,1.0,21.375,0.0,16.72727273,0.0,0.0,9.125,168.6153846,15.6875,8.666666667,320,21,1,10,2,1,7,7,4,1,3,0,9.125,0.35527582356105636,1.3398953845466857,320,8.321928094887362,5.333333333000001
25,732.75,193.75,0.0,0.0,0.0,4.0,29.5,503.6666667,242.0,264.9333333,138.5,265.7777778,361.3333333,121.75,33.5,251.5,388.0,129.4285714,58.3,3.5,315.2857143,162.5714286,195.8,654.4,6.791666667,285.9166667,110.5,8.0,319,28,1,1,2,1,26,15,24,8,13,23,6.791666667,0.35180458726574776,0.9493447799275025,319,8.31741261376487,6.0
25,202.6923077,396.5,140.0,104.0,0.0,0.0,8.0,90.6,6.583333333,109.8125,83.41666667,98.8,99.7,159.7,137.6,8.166666667,44.375,390.1818182,105.1538462,24.33333333,61.69230769,71.4,171.0,266.7857143,7.5,219.1333333,42.2,10.0,282,28,1,2,2,1,14,14,6,4,9,11,7.5,0.46070167929640793,0.9210936092129542,282,8.139551352398794,4.0
25,314.5263158,335.5833333,427.75,26.0,768.0,252.0,0.0,291.0,422.8888889,346.1904762,224.0666667,269.6428571,134.6,196.3636364,160.6428571,76.07142857,135.3636364,146.8823529,28.75,78.9,132.8461538,276.6428571,260.1428571,200.9411765,10.83333333,375.3,124.0,10.0,306,28,1,3,2,1,32,35,25,5,8,16,10.83333333,0.4237250884631358,0.7057798090033408,306,8.257387842692651,4.0
