user_id,hour_0_wt,hour_1_wt,hour_2_wt,hour_3_wt,hour_4_wt,hour_5_wt,hour_6_wt,hour_7_wt,hour_8_wt,hour_9_wt,hour_10_wt,hour_11_wt,hour_12_wt,hour_13_wt,hour_14_wt,hour_15_wt,hour_16_wt,hour_17_wt,hour_18_wt,hour_19_wt,hour_20_wt,hour_21_wt,hour_22_wt,hour_23_wt,session_all_per_day,pid_exposed_all_per_day,pid_watch_all_per_day,coverage_per_2weeks,category_count_unique,age,gender,month_chronological_order,preds_3_label_criteria_label,preds_soft_label,watch_all_per_day_min,midnight_wt_min,morning_wt_min,noon_wt_min,afternoon_wt_min,evening_wt_min,avg_daily_activity,night_activity_ratio,engagement_burstiness,category_count_unique_num,content_diversity_entropy,inactivity_streak_days
99,0.0,0.0,0.0,685.0,0.0,740.5,275.0,649.5714286,438.3333333,25.0,740.6666667,361.8888889,1009.0,546.0,404.1111111,165.0,88.0,401.0,255.0,396.375,286.4,500.375,777.3333333,0.0,4.173913043,221.6,92.30434783,12.5,281,38,1,4,2,1,31,23,41,25,17,36,4.173913043,0.1672278775897639,0.7992624739705321,281,8.134426320220927,1.5
99,0.0,7.0,0.0,0.0,0.0,0.0,542.5,324.75,44.16666667,16.5,32.66666667,166.0,223.2,36.0,14.2,917.0,708.1666667,59.0,354.5,112.2,653.0,3.0,0.0,0.0,2.416666667,125.12,34.625,8.333333333,203,38,1,5,2,1,11,0,18,4,28,18,2.416666667,0.0016611886991548233,1.4945821843848681,203,7.6653359171851765,5.666666666999999
99,0.0,0.0,0.0,0.0,0.0,0.0,158.8,477.4,135.8333333,415.4,16.4,137.75,282.3333333,25.0,437.0,146.0,124.0,35.66666667,157.0,250.125,227.3333333,250.8333333,1777.0,154.0,2.708333333,99.4137931,29.125,9.666666667,192,38,1,6,2,1,11,0,22,5,12,46,2.708333333,0.37078462905661175,1.6363146538269313,192,7.584962500721156,4.333333333000001
99,1556.0,0.0,0.0,0.0,0.0,0.0,87.42857143,14.66666667,663.6,250.7142857,707.0,258.5,922.0,16.0,345.6666667,5.0,587.0,781.0,1155.0,94.0,0.0,117.0,71.33333333,397.0,2.192307692,106.4814815,31.38461538,9.0,203,38,1,7,2,1,13,25,33,15,28,30,2.192307692,0.2521305449166825,1.258860260779244,203,7.6653359171851765,5.0
99,469.0,0.0,0.0,0.0,0.0,0.0,0.0,243.6666667,178.5,0.0,0.0,0.0,23.0,0.0,5.5,0.0,0.0,3.0,0.0,0.0,523.0,356.0,956.0,1034.333333,1.3,76.0,30.8,6.5,147,38,1,8,2,1,12,7,7,0,0,47,1.3,0.648558368458483,1.8706945925292697,147,7.199672344836364,7.5
99,0.0,83.0,0.0,38.0,0.0,101.0,229.0,33.0,427.8,845.0,348.25,92.4,0.0,1000.0,1096.666667,330.0,80.5,24.33333333,0.0,48.83333333,0.0,1285.0,91.66666667,13.0,2.722222222,133.3076923,41.83333333,8.666666667,214,38,1,9,2,1,17,3,32,16,25,23,2.722222222,0.036589946681031105,1.4849595514493499,214,7.741466986401147,5.333333333000001
99,1055.5,32.0,24.0,0.0,0.0,49.4,523.2,639.0,783.2,260.6666667,283.0,509.5,560.8333333,1276.875,704.0,177.6,201.5,108.8333333,94.71428571,242.9,132.25,128.8571429,347.0,412.1666667,5.137931034,254.9333333,74.31034483,10.0,301,38,1,10,2,1,32,19,49,30,19,22,5.137931034,0.2188683103269094,0.9408410883563996,301,8.233619676759702,4.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5555556,44.13333333,49.4375,145.6,22.14285714,131.5,76.625,39.91666667,53.7,54.44444444,27.17647059,0.0,17.0,13.66666667,30.0,11.5,0.0,7.666666667,189.8333333,11.5,8.0,223,52,0,1,0,0,7,0,6,3,2,1,7.666666667,0.013273337931448125,1.2646555343653594,223,7.800899899920305,6.0
52,896.0,800.6,1034.714286,767.8333333,176.8,797.5,469.5,260.5,857.5,757.0,432.25,522.0,967.0,491.9230769,465.5555556,926.2,563.6,580.8461538,505.0909091,619.7857143,868.1666667,635.7647059,941.1818182,625.8125,11.11538462,282.8076923,118.5,8.666666667,335,29,1,1,2,1,93,74,54,24,42,69,11.11538462,0.328440830321702,0.3349183918438674,335,8.388017285345136,5.333333333000001
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.75,28.75,117.1,25.11111111,2.333333333,137.1666667,101.625,42.2,87.0,43.0,5.444444444,17.0,0.0,364.6666667,48.71428571,1.25,0.0,5.333333333,100.2608696,6.166666667,7.666666667,185,52,0,2,0,0,5,0,5,3,2,7,5.333333333,0.0010682742554508785,1.6550661701247043,185,7.531381460516312,6.333333333
52,514.375,857.0909091,971.6,1059.25,596.5,1301.0,644.6666667,0.0,83.5,3519.0,343.4285714,640.0,680.4285714,363.375,453.3333333,494.5555556,86.16666667,420.3333333,713.0,706.1666667,327.0,349.1111111,456.875,310.3333333,6.296296296,140.9642857,52.25925926,9.333333333,268,29,1,2,2,1,46,88,87,17,24,47,6.296296296,0.2999180249313251,1.0082019608589077,268,8.066089190457772,4.666666666999999
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.25,41.52941176,73.63636364,192.1111111,13.0,178.0,64.84615385,4.0,59.75,148.2857143,45.625,0.166666667,15.0,39.75,140.1,0.0,0.0,6.384615385,109.7931034,7.230769231,9.666666667,218,52,0,3,0,0,7,0,8,4,4,3,6.384615385,0.0,1.3190709893136094,218,7.768184324776926,4.333333333000001
52,722.0,765.75,510.0,695.5,1014.25,1245.0,430.0,1038.0,362.0,129.0,1550.0,321.0,571.8,1253.0,437.5,62.16666667,1109.5,1010.0,266.6666667,0.0,808.6666667,1139.8,564.875,191.0,4.181818182,138.0833333,54.27272727,8.0,233,29,1,3,2,1,43,82,63,30,43,49,4.181818182,0.2755599252340695,0.6151985263025107,233,7.864186144654281,6.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,123.9230769,149.6666667,51.0,269.75,52.42857143,245.7142857,40.8,303.75,224.6666667,119.9,1.25,0.0,230.3333333,91.5,109.8333333,0.0,4.777777778,120.9259259,11.03703704,9.0,179,52,0,4,0,0,9,0,11,4,11,7,4.777777778,0.05169805109046975,1.1120033973757388,179,7.483815777264256,5.0
52,222.6666667,700.625,626.6666667,552.5,842.0,654.3333333,347.0,1935.5,1176.0,55.66666667,696.5714286,392.1,462.3846154,552.4545455,491.1666667,627.5,336.0,378.1666667,211.4285714,262.4,374.5,423.5,482.6923077,859.4285714,7.321428571,188.5357143,56.17857143,9.333333333,253,29,1,4,2,1,48,59,76,16,30,43,7.321428571,0.3137305309523094,0.6516666512640038,253,7.98299357469431,4.666666666999999
61,0.0,0.0,0.0,0.0,0.0,0.0,276.0,186.3333333,84.94444444,17.0,271.3333333,0.0,195.7142857,37.73684211,68.85714286,172.3333333,182.75,64.0,64.0,4.666666667,135.6666667,67.15,1.25,3.5,5.961538462,139.4642857,11.73076923,9.333333333,190,52,0,5,0,0,9,0,13,3,8,4,5.961538462,0.0025910465835565846,1.1669746016367688,190,7.569855608330948,4.666666666999999
52,613.25,288.0,832.5,0.0,0.0,598.0,0.0,655.0,1038.0,653.5,439.0,340.7777778,389.0,433.5555556,583.7272727,332.4,274.2,402.1,365.7777778,649.7142857,301.3333333,279.8,868.2,199.5,6.782608696,152.1304348,48.08695652,7.666666667,247,29,1,5,2,1,37,38,52,13,26,44,6.782608696,0.2658594163865523,0.6010842274987959,247,7.948367231584678,6.333333333
61,0.0,0.0,0.0,0.0,0.0,0.0,136.7142857,180.5,72.25,321.0,239.6666667,61.66666667,179.6,177.9,141.5384615,285.75,115.0769231,20.93333333,42.4,499.0,232.75,187.0588235,39.0,12.0,7.0,174.1,13.83333333,10.0,203,52,0,6,0,0,14,0,16,5,9,16,7.0,0.017318633057319375,1.02597871175813,203,7.6653359171851765,4.0
52,0.0,651.5,242.0,20.0,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,804.0,32.66666667,564.3333333,802.75,503.3333333,400.0,2.0,64.9375,17.46153846,5.333333333,133,29,1,6,2,1,14,39,0,0,5,51,2.0,0.5624042056413378,1.536901528197344,133,7.05528243550119,8.666666667000001
61,0.0,0.0,0.0,0.0,0.0,0.0,184.75,135.1153846,1.666666667,11.33333333,3.0,40.25,14.45,46.0,19.0,32.33333333,10.55555556,28.28571429,66.4375,46.0,297.4,116.8125,110.2307692,0.0,6.466666667,166.6333333,10.56666667,10.0,199,52,0,7,0,0,7,0,6,1,1,10,6.466666667,0.0947308378086786,1.4774285264346987,199,7.636624620543649,4.0
52,598.0,34.75,249.0,434.5,660.5,399.0,539.0,0.0,0.0,726.0,273.0,494.0,0.0,584.3333333,1731.0,142.0,0.0,82.5,333.0,675.75,273.6666667,200.0,507.25,461.3333333,2.523809524,68.42857143,12.66666667,7.0,139,29,1,7,0,0,15,39,33,9,32,40,2.523809524,0.3133805626710174,0.92922306750484,139,7.118941072723508,7.0
61,0.0,0.0,0.0,0.0,0.0,0.0,48.85714286,21.42857143,52.83333333,188.4,77.8,10.57142857,52.18181818,39.25,3.666666667,9.0,8.333333333,9.0,63.0,211.5,54.2,28.6,44.42857143,8.0,5.85,152.75,8.35,6.666666667,175,52,0,8,0,0,4,0,6,1,0,6,5.85,0.05631117842842136,1.3939320308455534,175,7.451211111832329,7.333333333
52,126.0,264.0,696.0,906.0,0.0,0.0,0.0,0.0,0.0,97.0,1529.0,110.0,409.0,320.4,382.0,0.0,0.0,0.0,228.75,192.25,0.0,96.8,1066.0,122.0,3.692307692,97.38461538,14.15384615,6.5,150,29,1,8,2,1,14,33,28,12,6,28,3.692307692,0.4858522275866284,1.4262401165516545,150,7.22881869049588,7.5
61,0.0,0.0,0.0,0.0,0.0,0.0,104.6666667,208.9047619,67.4,69.57142857,340.5,249.1111111,75.82352941,207.2222222,180.3333333,588.0,169.0909091,66.83333333,1.2,1927.0,163.0,74.15,5.375,8.0,8.296296296,221.037037,18.48148148,9.0,217,52,0,9,0,0,19,0,17,4,16,36,8.296296296,0.0029681444563461525,2.0631609140627667,217,7.7615512324444795,5.0
52,192.3333333,862.0,0.0,0.0,0.0,0.0,0.0,0.0,237.5,0.0,89.66666667,0.0,0.0,316.5,0.0,103.3333333,0.0,0.75,0.0,0.0,0.0,58.0,0.0,0.0,1.875,46.8,10.375,7.0,115,29,1,9,0,0,6,17,5,5,1,0,1.875,0.5668204829546518,2.376992803308565,115,6.845490050944375,7.0
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.1578947,80.75,0.0,0.0,189.9,33.41176471,82.16666667,32.75,551.4,229.5384615,185.35,83.46153846,653.75,841.5,336.9473684,322.9,472.6666667,8.206896552,196.0344828,14.72413793,9.666666667,214,52,0,10,0,0,23,0,8,1,16,45,8.206896552,0.18315623969586767,1.2863177310308471,214,7.741466986401147,4.333333333000001
52,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.25,1.0,2.0,36,29,1,10,0,0,0,0,0,0,0,0,1.0,1.0,4.7958315176980895,36,5.169925001442312,12.0
89,774.2857143,1026.0,516.0,0.0,0.0,0.0,0.0,596.5,265.0,378.9333333,865.0714286,761.5714286,529.8333333,388.8333333,499.1428571,901.6,787.5555556,870.2222222,833.6666667,443.875,538.3636364,332.2,289.2857143,635.1818182,11.79166667,372.08,100.7083333,8.333333333,304,40,1,1,2,1,87,38,47,15,50,51,11.79166667,0.26491628512329124,0.5982765689721495,304,8.247927513443585,5.666666666999999
89,742.25,250.1111111,910.0,0.0,0.0,0.0,3.0,0.0,760.0,468.6666667,793.3846154,556.6,301.4285714,310.2222222,220.2222222,293.0833333,564.25,447.0,243.1111111,374.0,174.1666667,540.25,781.0,459.9166667,7.692307692,272.4137931,55.53846154,9.666666667,302,40,1,2,2,1,48,31,43,10,25,42,7.692307692,0.34193331289604073,0.7227764776947143,302,8.238404739325079,4.333333333000001
89,351.0,335.5,407.375,623.2,285.5,507.0,0.0,0.0,156.0,933.0,0.0,375.3333333,240.25,683.0,174.0,45.0,90.16666667,492.6666667,570.5,356.0,732.5,2.0,486.6666667,154.6666667,5.266666667,181.8235294,35.4,5.666666667,243,40,1,3,2,1,30,41,24,15,13,38,5.266666667,0.33043381357173585,0.763179670373316,243,7.924812503605781,8.333333332999999
89,526.0,352.5,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,698.6666667,70.6,242.0,0.0,99.0,0.0,464.5,646.0,0.0,200.0,0.0,1503.0,1120.0,63.66666667,2.636363636,109.1428571,23.81818182,10.0,193,40,1,4,2,1,19,14,18,4,20,48,2.636363636,0.3248563837035816,1.4652955022680807,193,7.592457037268081,4.0
89,102.6,495.0,0.0,0.0,0.0,0.0,0.0,172.0,224.5,546.8571429,517.1666667,532.1666667,122.75,0.0,297.6666667,266.7142857,604.7142857,280.4545455,168.4,213.4285714,483.5,0.0,0.0,146.75,5.227272727,196.08,22.90909091,8.333333333,246,40,1,5,2,1,23,9,33,2,24,16,5.227272727,0.14384495399930777,0.9551573154162598,246,7.94251450533924,5.666666666999999
89,0.0,129.0,0.0,0.0,0.0,0.0,5.0,418.0,362.0,0.0,0.0,0.0,222.0,1231.0,5.0,224.6666667,266.0,0.0,0.0,0.0,777.0,292.5,557.0,30.8,3.333333333,76.11764706,15.11111111,5.666666667,174,40,1,6,0,0,14,2,13,24,8,27,3.333333333,0.1585852403029625,1.5920335705407214,174,7.442943495848728,8.333333332999999
89,418.4,465.5,264.0,0.0,0.0,0.0,285.0,193.0,0.0,0.0,0.0,1625.0,65.83333333,438.1666667,191.4285714,442.0,432.2857143,461.625,0.0,1.0,409.0,356.75,820.5,44.0,4.111111111,146.8846154,25.66666667,8.666666667,241,40,1,7,2,1,22,19,35,8,25,27,4.111111111,0.2910831154615016,1.2328703936147887,241,7.912889336229962,5.333333333000001
89,344.0,770.0,1570.0,404.0,0.0,0.0,65.0,0.0,220.0,199.5,0.0,483.0,0.0,0.0,274.0,117.0,106.0,304.0,0.0,44.0,588.0,1248.0,311.5,0.0,4.5,111.9166667,30.9,4.0,194,40,1,8,2,1,25,51,16,0,13,36,4.5,0.4823354143019296,1.3531804393060924,194,7.599912842187128,10.0
89,919.1111111,1283.0,0.0,0.0,0.0,0.0,0.0,58.8,9.666666667,647.5,469.75,444.5,546.9166667,532.3333333,503.2,734.0,459.5555556,618.25,0.0,718.5,673.5,928.75,835.0,764.1666667,6.0,229.0,67.77272727,8.0,283,40,1,9,2,1,53,36,27,17,38,65,6.0,0.3410288231980578,0.7906922110208703,283,8.144658242831882,6.0
89,629.8,5.0,2739.0,0.0,0.0,134.0,0.0,195.0,300.5,686.25,890.5,243.0,536.6666667,552.0,1179.666667,378.0,185.8333333,463.2727273,934.0,686.2,713.1111111,1209.0,246.25,995.25,5.041666667,247.1481481,69.375,9.0,285,40,1,10,2,1,48,58,38,18,36,79,5.041666667,0.3319810270398991,1.0001772487127212,285,8.154818109052105,5.0
50,590.6086957,826.8421053,415.1666667,1205.0,829.4705882,846.1111111,238.5,0.0,0.0,0.0,681.0,0.0,1297.0,344.2857143,804.0555556,501.7857143,393.5,589.9333333,182.5,283.1,144.8888889,176.2727273,447.8461538,547.7142857,12.11538462,223.6296296,152.5769231,9.0,312,23,1,1,2,1,89,78,15,27,38,29,12.11538462,0.42859402827175674,0.7585359879688759,312,8.285402218862249,5.0
50,495.8181818,521.5,436.0,1346.866667,824.5625,1347.0,1763.0,1186.333333,1877.0,1659.571429,1542.0,1300.714286,1226.416667,742.375,936.7,626.1764706,301.6,595.8636364,752.5,353.9411765,398.375,390.25,581.3529412,622.2777778,13.16666667,395.0333333,225.7666667,10.0,376,23,1,2,2,1,134,82,155,32,41,51,13.16666667,0.22119914418642944,0.5275041655402606,376,8.554588851677638,4.0
50,146.2857143,310.7692308,341.3684211,431.0909091,473.8333333,834.1666667,536.3333333,868.0,0.0,0.0,110.0,729.0,920.8333333,381.7142857,691.9375,407.5555556,359.0,427.3,342.8333333,265.125,259.3125,219.1111111,443.9285714,184.6666667,10.7,362.0666667,170.0666667,10.0,357,23,1,3,2,1,65,42,37,21,31,28,10.7,0.24079956656662105,0.6199665358058173,357,8.479780264029099,4.0
50,594.1818182,587.125,646.6153846,735.5454545,563.0,36.0,1021.0,647.5,1230.818182,962.5454545,1028.133333,417.2857143,552.0,320.8666667,619.2352941,494.2727273,193.3,318.125,301.7272727,336.3333333,157.4,270.1333333,620.0625,393.9473684,13.07142857,401.2068966,200.6428571,9.666666667,354,23,1,4,2,1,88,52,88,14,27,34,13.07142857,0.31734718371986154,0.5352679059936521,354,8.467605550082997,4.333333333000001
50,406.1764706,164.0,84.0,0.0,525.0,0.0,0.0,867.0,777.8181818,241.7058824,841.8333333,626.5294118,649.5454545,430.0952381,828.9259259,518.8333333,493.5833333,218.625,579.5,115.0,234.2142857,169.1428571,178.0909091,166.3181818,14.03571429,390.2413793,187.3928571,9.666666667,371,23,1,5,2,1,83,19,55,17,34,24,14.03571429,0.16713426475082738,0.7358538926202935,371,8.535275376620802,4.333333333000001
50,263.1333333,825.0,0.0,0.0,2022.0,1630.0,149.3333333,573.2,662.75,298.7272727,746.5263158,420.0714286,150.6875,284.2142857,534.1578947,623.0666667,567.9375,41.75,0.6,35.57142857,265.7142857,225.2222222,41.42857143,431.25,9.3,190.6333333,109.8333333,10.0,320,23,1,6,2,1,54,79,47,7,29,16,9.3,0.33197723829382725,1.0805885040757677,320,8.321928094887362,4.0
50,115.2,6.25,995.0,0.0,0.0,0.0,0.0,278.5,143.8,33.875,280.8181818,2.2,26.125,83.75,25.66666667,186.0,78.0,64.66666667,0.0,0.0,0.0,179.75,380.0,3.25,3.68,41.44827586,14.4,9.666666667,150,23,1,7,0,0,7,18,12,1,5,9,3.68,0.5202140977861532,1.7539091390527546,150,7.22881869049588,4.333333333000001
50,6.6,201.6666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,637.0,0.0,128.0,0.0,0.0,17.0,129.0,0.0,94.0,0.0,0.0,0.0,0.0,3.222222222,39.64705882,11.88888889,7.5,108,23,1,8,0,0,6,3,10,2,2,1,3.222222222,0.1712343784484972,2.6320397170495027,108,6.754887502163468,6.5
50,285.0,350.625,390.5,184.0,0.0,0.0,188.0,2.5,0.0,581.0,399.5,237.5,332.3333333,231.0,0.0,804.0,1343.0,742.5,746.0,0.0,0.0,52.66666667,2.0,751.5,3.666666667,32.80769231,15.33333333,8.666666667,131,23,1,9,0,0,16,20,23,9,48,25,3.666666667,0.25757103740120046,1.0842706219839506,131,7.03342300153745,5.333333333000001
50,633.5,280.8571429,2238.75,515.5,2418.0,0.0,109.5,118.6666667,0.666666667,0.0,107.5,383.25,233.0,162.0,348.0,138.2857143,562.0,439.75,13.5,71.0,0.0,690.6666667,790.6666667,179.0,3.6,73.30769231,45.0,12.5,213,23,1,10,2,1,29,101,11,6,24,29,3.6,0.6762731028505025,1.4180974894584055,213,7.734709620225838,1.5
0,1749.75,1006.0,1506.25,29.0,0.0,0.0,391.5,888.0,838.5,1018.0,1966.5,1414.166667,1524.166667,2037.666667,1292.5,1079.5,1945.0,912.4,692.9,1195.8,892.0,1320.625,1658.0,1297.0,6.44,158.0,71.16,8.333333333,232,33,1,1,2,1,82,71,108,59,87,117,6.44,0.2718416370421993,0.5229084246007961,232,7.857980995127572,5.666666666999999
0,1746.0,1846.0,1215.0,2418.5,2857.0,1404.333333,1386.75,1173.142857,1422.714286,2887.5,1240.166667,1026.2,2088.333333,518.6,860.25,1724.0,985.0,844.2,1786.3,1329.428571,2185.142857,1405.111111,2364.0,1500.0,7.740740741,238.7777778,115.1481481,9.0,282,33,1,2,2,1,123,191,152,43,73,176,7.740740741,0.36496099169858875,0.38233445488780027,282,8.139551352398794,5.0
0,1008.125,2197.0,1266.2,1609.0,974.6666667,2274.0,0.0,1523.5,864.1428571,632.0833333,597.25,867.1428571,724.1428571,1090.571429,770.1875,942.8181818,924.25,1414.777778,686.2,936.6875,625.4166667,359.4444444,2052.833333,1096.0,8.24137931,321.7586207,136.137931,9.666666667,334,33,1,3,2,1,105,155,74,30,67,95,8.24137931,0.4011498793681513,0.513516678872697,334,8.383704292474052,4.333333333000001
0,1413.75,559.5,809.5,0.0,0.0,0.0,16.5,379.5,81.33333333,400.75,488.8,20.0,0.0,527.6666667,567.3333333,552.2,1338.333333,435.0,663.0,1017.0,788.6666667,1239.8,1874.5,1561.285714,5.263157895,107.3181818,50.0,7.333333333,222,33,1,4,2,1,57,46,23,8,48,119,5.263157895,0.4220414591271899,0.876008926231924,222,7.794415866350106,6.666666667
0,0.0,0.0,0.0,0.0,0.0,0.0,750.25,1815.25,2484.0,1911.0,2494.666667,1543.5,1718.555556,1838.333333,456.6,2619.0,1149.2,1833.333333,1079.5,811.2222222,883.0,2120.0,1552.0,0.0,5.764705882,160.8571429,90.76470588,7.0,210,33,1,5,2,1,98,0,183,59,100,107,5.764705882,0.05735527627050321,0.7967151912314524,210,7.714245517666122,7.0
0,1455.0,1877.0,104.0,0.0,0.0,0.0,553.6,1066.0,1328.0,2006.0,543.5,2092.0,804.0,2142.666667,629.0,664.3333333,0.0,0.0,420.5,622.6666667,160.8,923.6666667,2433.0,2928.0,6.1,97.05263158,84.2,6.333333333,167,33,1,6,2,1,77,57,126,49,21,124,6.1,0.386617873690687,0.9132495183233857,167,7.383704292474052,7.666666667
0,2322.333333,385.75,0.0,0.0,235.0,0.0,201.0,229.1111111,783.75,588.0,895.5,945.5,1641.666667,1272.666667,773.0,1012.25,348.8,1571.0,749.125,520.4,459.8,1174.8,787.2,897.2857143,7.826086957,123.8518519,44.73913043,9.0,198,33,1,7,2,1,58,49,60,48,61,76,7.826086957,0.2600643499625723,0.7554130894171357,198,7.6293566200796095,5.0
0,0.0,1486.0,0.0,0.0,0.0,0.0,403.0,1693.25,996.3333333,1972.5,1150.0,1494.6,1557.666667,879.5,56.66666667,700.0,1198.5,2329.0,319.0,310.5,472.2,547.5,772.4,151.0,7.0,123.1764706,45.06666667,5.666666667,180,33,1,8,2,1,59,24,128,40,71,42,7.0,0.13031097633863722,0.8917358608277042,180,7.491853096329675,8.333333332999999
0,1254.5,1324.454545,1113.2,1203.75,534.5,548.0,620.2,424.8333333,631.1428571,577.8333333,734.2,689.5,817.3125,783.7,419.6666667,694.2857143,721.3333333,297.4,531.5714286,595.8333333,1493.571429,1112.1,1258.111111,1287.333333,11.96428571,222.3571429,89.14285714,9.333333333,256,33,1,9,2,1,96,99,61,26,35,104,11.96428571,0.4055172862027997,0.40850639949229883,256,8.0,4.666666666999999
0,823.5714286,350.3333333,959.0,0.0,0.0,0.0,323.3333333,630.1666667,1016.6,659.6,1007.4,659.5,779.1666667,528.0,1508.0,356.5,872.5,362.5,389.0,231.5,501.8461538,1307.444444,1309.642857,1037.733333,7.851851852,177.6666667,73.48148148,10.0,248,33,1,10,2,1,65,35,71,21,51,79,7.851851852,0.28695214884885956,0.6369791342096386,248,7.954196310386875,4.0
36,787.75,1446.666667,415.5,1097.0,1512.5,582.3333333,2025.0,344.6666667,1114.333333,343.0,765.0,120.5,144.0,0.0,1098.0,893.0,306.0,0.0,205.5,0.0,0.0,0.0,1200.0,1307.5,2.5,220.8125,117.125,5.333333333,236,68,1,1,2,1,39,97,78,2,38,45,2.5,0.49444824643101554,0.8778416095907624,236,7.882643049361842,8.666666667000001
36,1222.846154,985.8571429,998.2,1613.0,1170.0,202.25,1607.333333,869.8,678.2,1350.235294,915.25,242.6,712.0,350.0,0.0,0.0,19.0,914.5,0.0,776.6666667,220.5,1200.333333,1436.555556,951.5454545,5.071428571,412.6428571,210.25,9.333333333,343,68,1,2,2,1,74,103,94,17,15,76,5.071428571,0.45442061793612754,0.6701115509852689,343,8.422064766172813,4.666666666999999
36,1260.2,1513.5,1157.25,1075.5,1565.0,1585.333333,1314.5,619.0,797.6,1056.666667,1189.125,781.5,269.0,882.0,461.75,712.0,903.3333333,588.6666667,617.8,490.0,1034.142857,1354.75,1231.272727,1298.692308,6.689655172,424.9666667,239.7586207,10.0,334,68,1,3,2,1,100,135,95,19,44,100,6.689655172,0.3830790361686358,0.3670306835478931,334,8.383704292474052,4.0
36,896.8333333,1311.0,1240.0,1281.25,1431.333333,1489.0,787.0,0.0,724.2,617.5,393.3333333,342.0,1001.5,454.25,158.0,15.0,467.8,780.0,637.3333333,0.0,422.0,654.25,1981.666667,1166.888889,3.666666667,239.16,116.9166667,8.333333333,258,68,1,4,2,1,49,127,47,24,23,81,3.666666667,0.5100208955763115,0.6708400534041228,258,8.011227255423254,5.666666666999999
36,827.75,1599.0,446.4,0.0,508.0,1156.5,888.2,192.0,947.0,958.125,349.5,567.0,1.0,0.5,0.0,0.0,1038.0,334.0,424.0,302.5,904.5,1037.0,536.8,1295.0,3.0,208.2608696,104.4347826,7.666666667,239,68,1,5,2,1,44,75,65,0,22,74,3.0,0.36421658273814833,0.7580034599532157,239,7.900866807980749,6.333333333
36,1187.5,1474.5,865.0,1610.0,66.0,605.0,96.0,846.0,0.0,710.0,327.3333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,327.0,357.0,201.3333333,131.0,2.583333333,94.53846154,42.41666667,4.333333333,154,68,1,6,2,1,22,96,32,0,0,16,2.583333333,0.6278260869574883,1.324794887039505,154,7.266786540694901,9.666666667000001
36,997.5,317.6666667,2402.0,719.0,1130.333333,277.0,0.0,182.0,389.3333333,1003.142857,168.0,67.5,0.0,449.0,0.0,715.5,116.0,0.0,0.0,0.0,0.0,904.0,601.75,1013.5,2.75,150.7,73.15,6.666666667,222,68,1,7,2,1,28,97,30,7,13,41,2.75,0.6270503944094376,1.1658085290955529,222,7.794415866350106,7.333333333
36,427.2,1078.5,144.0,0.0,0.0,5.0,0.0,1803.0,1352.777778,1306.125,548.4285714,435.3333333,0.0,116.0,0.0,368.0,1281.25,1904.5,529.0,400.0,1134.0,0.0,845.0,809.6666667,3.210526316,264.1052632,135.4736842,6.333333333,222,68,1,8,2,1,46,27,90,1,59,61,3.210526316,0.228079551106481,0.9806698393837815,222,7.794415866350106,7.666666667
36,1885.416667,1208.444444,1641.0,2219.0,1471.6,36.0,665.0,739.8,1276.285714,1104.941176,1122.846154,513.75,985.3333333,948.1666667,1327.666667,851.0,793.0,1693.0,197.0,680.3333333,27.0,1073.6,1251.8,1787.833333,5.75,686.75,401.8928571,9.333333333,368,68,1,9,2,1,114,141,90,32,77,83,5.75,0.44961476486098356,0.5204889021338969,368,8.523561956057012,4.666666666999999
36,1080.714286,1018.888889,889.0,1314.25,1527.0,213.25,669.75,776.1428571,1134.136364,1128.125,511.0769231,344.3333333,1511.0,944.0,1188.5,502.3333333,1214.25,659.75,692.0,0.0,713.0,1135.428571,1096.090909,1423.615385,6.413793103,613.5862069,318.3793103,9.666666667,340,68,1,10,2,1,94,100,76,40,59,84,6.413793103,0.3850094374454115,0.43730986869546556,340,8.409390936137703,4.333333333000001
110,2525.0,0.0,1218.0,1004.0,637.0,0.0,556.0,209.1,228.5384615,178.3333333,335.3636364,435.25,158.4166667,173.6,633.0833333,176.9285714,868.0,527.6363636,398.3333333,382.2727273,515.9090909,969.5384615,880.3333333,1086.7,11.31818182,234.7083333,70.72727273,8.0,269,48,0,1,2,1,73,89,32,5,36,70,11.31818182,0.5214483537101644,0.9006598877037227,269,8.071462362556623,6.0
